time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-27 00:00:00+00:00,48,32,854,347
2026-04-28 00:00:00+00:00,326,76,995,363
2026-04-29 00:00:00+00:00,330,42,1046,322
2026-04-30 00:00:00+00:00,175,48,946,319
2026-05-01 00:00:00+00:00,68,30,697,217
2026-05-02 00:00:00+00:00,47,27,940,157
2026-05-03 00:00:00+00:00,43,22,469,182
2026-05-04 00:00:00+00:00,49,26,605,241
2026-05-05 00:00:00+00:00,69,23,643,251
2026-05-06 00:00:00+00:00,237,59,642,239
2026-05-07 00:00:00+00:00,127,36,792,275
2026-05-08 00:00:00+00:00,245,32,1138,335
2026-05-09 00:00:00+00:00,62,36,1048,219
2026-05-10 00:00:00+00:00,42,24,554,199
