url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1290,801
/openvinotoolkit/openvino_notebooks/wiki/Windows,502,240
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,433,343
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,431,246
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,288,179
/openvinotoolkit/openvino_notebooks/tree/latest,190,129
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,182,125
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,155,103
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov11-optimization/yolov11-object-detection.ipynb,148,90
/openvinotoolkit/openvino_notebooks/issues,145,55
