time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-13 00:00:00+00:00,108,16,2128,522
2025-01-14 00:00:00+00:00,242,22,1556,468
2025-01-15 00:00:00+00:00,199,17,1585,488
2025-01-16 00:00:00+00:00,441,14,2037,776
2025-01-17 00:00:00+00:00,58,17,1809,760
2025-01-18 00:00:00+00:00,28,9,772,448
2025-01-19 00:00:00+00:00,25,5,859,591
2025-01-20 00:00:00+00:00,429,24,2172,978
2025-01-21 00:00:00+00:00,323,15,2406,935
2025-01-22 00:00:00+00:00,516,24,2255,829
2025-01-23 00:00:00+00:00,248,19,1944,852
2025-01-24 00:00:00+00:00,166,18,1783,761
2025-01-25 00:00:00+00:00,27,7,928,523
2025-01-26 00:00:00+00:00,40,9,973,628
