url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2360,1192
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,937,468
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,922,876
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,828,757
/openvinotoolkit/openvino_notebooks/wiki/Windows,760,365
/openvinotoolkit/openvino_notebooks/pulls,595,33
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,481,399
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,393,246
/openvinotoolkit/openvino_notebooks/tree/latest,268,189
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,241,170
