referrer,views_total,views_unique
Google,1187,547
docs.openvino.ai,1150,445
github.com,656,231
notebooks.githubusercontent.com,404,161
intel.com,200,98
go.connect.intel.com,199,114
Bing,136,58
medium.com,112,47
docs.ultralytics.com,39,21
huggingface.co,36,6
