time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-11 00:00:00+00:00,56,23,640,236
2026-08-12 00:00:00+00:00,157,43,787,263
2026-08-13 00:00:00+00:00,128,31,643,272
2026-08-14 00:00:00+00:00,607,337,578,199
2026-08-15 00:00:00+00:00,637,305,855,146
2026-08-16 00:00:00+00:00,51,22,302,131
2026-08-17 00:00:00+00:00,161,51,2626,219
2026-08-18 00:00:00+00:00,76,28,722,259
2026-08-19 00:00:00+00:00,223,59,624,255
2026-08-20 00:00:00+00:00,79,31,697,244
2026-08-21 00:00:00+00:00,86,31,1186,256
2026-08-22 00:00:00+00:00,383,176,400,138
2026-08-23 00:00:00+00:00,122,36,2626,167
2026-08-24 00:00:00+00:00,120,30,628,243
