referrer,views_total,views_unique
Google,4891,1052
docs.openvino.ai,3004,536
github.com,2672,340
m.facebook.com,2043,996
notebooks.githubusercontent.com,1531,243
intel.com,963,233
Bing,926,93
medium.com,584,126
facebook.com,229,116
docs.ultralytics.com,217,47
