time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-13 00:00:00+00:00,28,13,787,145
2025-09-14 00:00:00+00:00,31,15,306,135
2025-09-15 00:00:00+00:00,44,27,866,291
2025-09-16 00:00:00+00:00,52,22,910,306
2025-09-17 00:00:00+00:00,97,34,1125,322
2025-09-18 00:00:00+00:00,156,49,943,311
2025-09-19 00:00:00+00:00,107,45,1022,255
2025-09-20 00:00:00+00:00,59,30,940,146
2025-09-21 00:00:00+00:00,37,19,358,145
2025-09-22 00:00:00+00:00,124,50,1208,327
2025-09-23 00:00:00+00:00,66,37,931,278
2025-09-24 00:00:00+00:00,98,52,859,278
2025-09-25 00:00:00+00:00,162,52,1013,336
2025-09-26 00:00:00+00:00,87,46,916,268
