time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-07 00:00:00+00:00,61,14,727,144
2024-01-08 00:00:00+00:00,424,45,2998,395
2024-01-09 00:00:00+00:00,219,47,3599,430
2024-01-10 00:00:00+00:00,174,42,2958,425
2024-01-11 00:00:00+00:00,304,52,3273,414
2024-01-12 00:00:00+00:00,341,44,2372,380
2024-01-13 00:00:00+00:00,117,19,650,149
2024-01-14 00:00:00+00:00,34,13,699,147
2024-01-15 00:00:00+00:00,231,29,2402,358
2024-01-16 00:00:00+00:00,92,37,2655,387
2024-01-17 00:00:00+00:00,280,25,2647,377
2024-01-18 00:00:00+00:00,368,48,2888,405
2024-01-19 00:00:00+00:00,374,44,2403,377
2024-01-20 00:00:00+00:00,51,17,852,139
