url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1372,835
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,585,283
/openvinotoolkit/openvino_notebooks/wiki/Windows,373,210
/openvinotoolkit/openvino_notebooks/pulls,310,38
/openvinotoolkit/openvino_notebooks/tree/latest,302,124
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,258,186
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,235,167
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,184,128
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,179,99
/openvinotoolkit/openvino_notebooks/blob/latest/README_cn.md,141,100
