url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,850,548
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,410,221
/openvinotoolkit/openvino_notebooks/wiki/Windows,277,150
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,270,137
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,187,147
/openvinotoolkit/openvino_notebooks/tree/latest,138,106
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,120,97
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,110,84
/openvinotoolkit/openvino_notebooks/pulls,105,29
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,102,69
