url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,878,521
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,385,198
/openvinotoolkit/openvino_notebooks/wiki/Windows,212,127
/openvinotoolkit/openvino_notebooks/pulls,177,23
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,173,130
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,124,81
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,113,88
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,111,94
/openvinotoolkit/openvino_notebooks/tree/latest,97,68
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,90,70
