url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1262,759
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,574,293
/openvinotoolkit/openvino_notebooks/wiki/Windows,517,255
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,429,240
/openvinotoolkit/openvino_notebooks/tree/latest,369,219
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,310,224
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/gemma4,309,198
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,192,122
/openvinotoolkit/openvino_notebooks/pulls,190,34
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,186,144
