url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/wav2lip,11098,9616
/openvinotoolkit/openvino_notebooks,1492,913
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,802,405
/openvinotoolkit/openvino_notebooks/wiki/Windows,585,291
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,270,186
/openvinotoolkit/openvino_notebooks/tree/latest,227,170
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,220,107
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov11-optimization/yolov11-object-detection.ipynb,196,128
/openvinotoolkit/openvino_notebooks/pulls,192,24
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov11-optimization/yolov11-keypoint-detection.ipynb,185,160
