referrer,views_total,views_unique
Google,2407,1002
github.com,1415,299
docs.openvino.ai,1305,462
notebooks.githubusercontent.com,731,266
statics.teams.cdn.office.net,419,104
Bing,304,75
intel.com,245,108
medium.com,174,68
img-bss.csdnimg.cn,128,39
chatgpt.com,84,45
