referrer,views_total,views_unique
Google,2264,1136
docs.openvino.ai,1509,428
github.com,979,217
notebooks.githubusercontent.com,514,186
intel.com,286,145
medium.com,261,111
Bing,238,78
isus.jp,84,23
intel.cn,67,26
colab.research.google.com,64,23
