url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1355,801
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,710,321
/openvinotoolkit/openvino_notebooks/wiki/Windows,465,242
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,433,235
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/gemma4,392,233
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,343,254
/openvinotoolkit/openvino_notebooks/tree/latest,313,201
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,255,203
/openvinotoolkit/openvino_notebooks/pulls,198,37
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,185,116
