time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-22 00:00:00+00:00,72,26,1245,684
2025-02-23 00:00:00+00:00,82,24,1089,677
2025-02-24 00:00:00+00:00,384,52,2444,913
2025-02-25 00:00:00+00:00,422,62,2927,1055
2025-02-26 00:00:00+00:00,272,56,2482,1143
2025-02-27 00:00:00+00:00,232,56,2569,1151
2025-02-28 00:00:00+00:00,76,41,1814,867
2025-03-01 00:00:00+00:00,45,23,1198,694
2025-03-02 00:00:00+00:00,41,18,1313,701
2025-03-03 00:00:00+00:00,270,38,2179,1039
2025-03-04 00:00:00+00:00,330,57,2610,1045
2025-03-05 00:00:00+00:00,153,58,2759,1117
2025-03-06 00:00:00+00:00,142,54,2369,907
2025-03-07 00:00:00+00:00,250,46,1787,672
