time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-19 00:00:00+00:00,33,15,343,144
2025-10-20 00:00:00+00:00,87,35,869,284
2025-10-21 00:00:00+00:00,104,44,1094,323
2025-10-22 00:00:00+00:00,118,41,949,356
2025-10-23 00:00:00+00:00,137,47,887,340
2025-10-24 00:00:00+00:00,332,48,947,291
2025-10-25 00:00:00+00:00,42,24,964,177
2025-10-26 00:00:00+00:00,32,15,396,157
2025-10-27 00:00:00+00:00,112,40,1148,379
2025-10-28 00:00:00+00:00,95,49,1042,355
2025-10-29 00:00:00+00:00,156,54,945,386
2025-10-30 00:00:00+00:00,229,51,941,323
2025-10-31 00:00:00+00:00,277,41,1003,364
2025-11-01 00:00:00+00:00,211,21,855,229
