time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-27 00:00:00+00:00,144,38,524,220
2026-07-28 00:00:00+00:00,137,31,423,200
2026-07-29 00:00:00+00:00,253,46,866,291
2026-07-30 00:00:00+00:00,205,38,865,285
2026-07-31 00:00:00+00:00,108,20,758,189
2026-08-01 00:00:00+00:00,69,21,357,114
2026-08-02 00:00:00+00:00,48,17,2313,115
2026-08-03 00:00:00+00:00,72,24,615,226
2026-08-04 00:00:00+00:00,259,60,800,292
2026-08-05 00:00:00+00:00,98,34,661,290
2026-08-06 00:00:00+00:00,70,31,773,292
2026-08-07 00:00:00+00:00,71,19,1063,222
2026-08-08 00:00:00+00:00,62,22,290,123
2026-08-09 00:00:00+00:00,64,22,2553,160
