url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1320,790
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,579,302
/openvinotoolkit/openvino_notebooks/wiki/Windows,436,234
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,256,167
/openvinotoolkit/openvino_notebooks/tree/latest,181,121
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,176,122
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,171,118
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,169,92
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,165,91
/openvinotoolkit/openvino_notebooks/pulls,154,31
