time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-09 00:00:00+00:00,38,21,1006,150
2025-08-10 00:00:00+00:00,37,19,344,147
2025-08-11 00:00:00+00:00,361,33,1158,344
2025-08-12 00:00:00+00:00,3094,40,1066,345
2025-08-13 00:00:00+00:00,50,25,1076,327
2025-08-14 00:00:00+00:00,24,10,951,286
2025-08-15 00:00:00+00:00,97,23,799,253
2025-08-16 00:00:00+00:00,37,19,961,140
2025-08-17 00:00:00+00:00,35,17,570,161
2025-08-18 00:00:00+00:00,53,30,972,313
2025-08-19 00:00:00+00:00,336,44,886,292
2025-08-20 00:00:00+00:00,454,58,339,149
2025-08-21 00:00:00+00:00,68,32,982,296
2025-08-22 00:00:00+00:00,40,26,923,290
