referrer,views_total,views_unique
Google,5598,933
docs.openvino.ai,2805,425
github.com,2800,342
notebooks.githubusercontent.com,1280,192
Bing,620,103
sites.google.com,603,14
medium.com,600,134
intel.com,470,78
docs.ultralytics.com,237,44
youtube.com,198,29
