url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,2788,603
/openvinotoolkit/openvino_notebooks,2514,1221
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,1649,440
/openvinotoolkit/openvino_notebooks/blob/main/README.md,903,325
/openvinotoolkit/openvino_notebooks/blob/main/notebooks/254-llm-chatbot/254-llm-chatbot.ipynb,871,210
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/230-yolov8-optimization,815,233
/openvinotoolkit/openvino_notebooks/pulls,793,42
/openvinotoolkit/openvino_notebooks/wiki/Windows,549,295
/openvinotoolkit/openvino_notebooks/blob/main/notebooks/230-yolov8-optimization/230-yolov8-object-detection.ipynb,469,128
/openvinotoolkit/openvino_notebooks/tree/main,467,255
