referrer,views_total,views_unique
Google,5221,1011
docs.openvino.ai,3405,565
github.com,2814,375
notebooks.githubusercontent.com,1623,248
intel.com,1382,273
Bing,890,100
medium.com,758,135
isus.jp,312,23
docs.ultralytics.com,243,50
colab.research.google.com,218,44
