url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1379,827
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,687,332
/openvinotoolkit/openvino_notebooks/wiki/Windows,449,227
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,290,190
/openvinotoolkit/openvino_notebooks/tree/latest,220,130
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,219,121
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,199,154
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,174,99
/openvinotoolkit/openvino_notebooks/discussions/540,161,85
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/hello-world,159,74
