time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,101,41,845,278
2025-09-30 00:00:00+00:00,82,41,700,286
2025-10-01 00:00:00+00:00,123,40,799,255
2025-10-02 00:00:00+00:00,73,38,711,224
2025-10-03 00:00:00+00:00,53,19,508,187
2025-10-04 00:00:00+00:00,39,17,880,153
2025-10-05 00:00:00+00:00,31,16,332,136
2025-10-06 00:00:00+00:00,54,28,693,233
2025-10-07 00:00:00+00:00,263,52,1033,275
2025-10-08 00:00:00+00:00,436,67,972,297
2025-10-09 00:00:00+00:00,141,46,764,279
2025-10-10 00:00:00+00:00,137,57,814,251
2025-10-11 00:00:00+00:00,60,34,1052,178
2025-10-12 00:00:00+00:00,30,15,316,135
