time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-01 00:00:00+00:00,31,10,381,174
2026-01-02 00:00:00+00:00,54,17,579,239
2026-01-03 00:00:00+00:00,30,10,855,195
2026-01-04 00:00:00+00:00,78,20,601,276
2026-01-05 00:00:00+00:00,142,24,1121,384
2026-01-06 00:00:00+00:00,165,34,1069,369
2026-01-07 00:00:00+00:00,74,29,1142,350
2026-01-08 00:00:00+00:00,55,25,894,338
2026-01-09 00:00:00+00:00,98,32,867,312
2026-01-10 00:00:00+00:00,33,20,347,176
2026-01-11 00:00:00+00:00,33,21,990,169
2026-01-12 00:00:00+00:00,181,49,1127,401
2026-01-13 00:00:00+00:00,171,39,1217,453
2026-01-14 00:00:00+00:00,261,25,1098,411
