referrer,views_total,views_unique
Google,1483,720
docs.openvino.ai,1260,507
github.com,966,256
notebooks.githubusercontent.com,492,161
go.connect.intel.com,323,127
intel.com,300,125
Bing,267,90
medium.com,92,38
docs.ultralytics.com,71,23
jira.devtools.intel.com,71,21
