time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-10 00:00:00+00:00,199,18,1419,430
2025-01-11 00:00:00+00:00,32,10,544,257
2025-01-12 00:00:00+00:00,41,13,616,263
2025-01-13 00:00:00+00:00,108,16,2128,522
2025-01-14 00:00:00+00:00,242,22,1556,468
2025-01-15 00:00:00+00:00,199,17,1585,488
2025-01-16 00:00:00+00:00,441,14,2037,776
2025-01-17 00:00:00+00:00,58,17,1809,760
2025-01-18 00:00:00+00:00,28,9,772,448
2025-01-19 00:00:00+00:00,25,5,859,591
2025-01-20 00:00:00+00:00,429,24,2172,978
2025-01-21 00:00:00+00:00,323,15,2406,935
2025-01-22 00:00:00+00:00,516,24,2255,829
2025-01-23 00:00:00+00:00,203,19,1901,838
