url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2968,1401
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2528,598
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,947,281
/openvinotoolkit/openvino_notebooks/wiki/Windows,869,421
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,738,194
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,635,190
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,631,176
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,556,160
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,517,137
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-agent-langchain/llm-agent-langchain.ipynb,443,132
