url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1416,821
/openvinotoolkit/openvino_notebooks/wiki/Windows,518,250
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,465,367
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,412,250
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,274,180
/openvinotoolkit/openvino_notebooks/tree/latest,199,136
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,190,128
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,166,112
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/yolov11-optimization/yolov11-object-detection.ipynb,153,95
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,143,98
