referrer,views_total,views_unique
Google,5685,937
github.com,2686,374
docs.openvino.ai,2622,391
notebooks.githubusercontent.com,1146,176
Bing,648,97
medium.com,633,155
sites.google.com,502,10
linkedin.com,431,120
intel.com,397,77
com.linkedin.android,344,60
