url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/freevc-voice-conversion,3184,1470
/openvinotoolkit/openvino_notebooks,3108,1443
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2610,587
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,1849,752
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/riffusion-text-to-music,1718,802
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/distil-whisper-asr,1315,629
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1247,392
/openvinotoolkit/openvino_notebooks/wiki/Windows,842,428
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-rag-langchain/llm-rag-langchain.ipynb,629,180
/openvinotoolkit/openvino_notebooks/tree/recipes/recipes,586,214
