referrer,views_total,views_unique
Google,1183,643
github.com,1101,386
docs.openvino.ai,1087,395
notebooks.githubusercontent.com,301,118
go.connect.intel.com,239,128
intel.com,201,75
Bing,199,62
jira.devtools.intel.com,149,25
medium.com,102,40
statics.teams.cdn.office.net,52,19
