url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1347,845
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,670,333
/openvinotoolkit/openvino_notebooks/wiki/Windows,489,258
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,272,196
/openvinotoolkit/openvino_notebooks/tree/latest,226,148
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,206,109
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,155,113
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,142,96
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,141,110
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/qwen2.5-vl/qwen2.5-vl.ipynb,138,63
