url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,792,543
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,390,212
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,284,152
/openvinotoolkit/openvino_notebooks/wiki/Windows,244,130
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,166,121
/openvinotoolkit/openvino_notebooks/tree/latest,127,91
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,115,92
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,112,90
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,107,80
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,105,81
