time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-17 00:00:00+00:00,261,54,1536,425
2025-06-18 00:00:00+00:00,188,51,1191,398
2025-06-19 00:00:00+00:00,43,20,978,322
2025-06-20 00:00:00+00:00,58,28,2135,1243
2025-06-21 00:00:00+00:00,35,18,1017,168
2025-06-22 00:00:00+00:00,34,15,568,177
2025-06-23 00:00:00+00:00,525,50,2647,1395
2025-06-24 00:00:00+00:00,264,51,2257,948
2025-06-25 00:00:00+00:00,250,40,3101,1760
2025-06-26 00:00:00+00:00,372,51,2398,1164
2025-06-27 00:00:00+00:00,85,32,2184,1236
2025-06-28 00:00:00+00:00,64,29,2228,945
2025-06-29 00:00:00+00:00,48,27,1525,991
2025-06-30 00:00:00+00:00,214,45,2470,1160
