time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-07 00:00:00+00:00,274,60,3897,948
2023-12-08 00:00:00+00:00,359,62,4123,859
2023-12-09 00:00:00+00:00,130,39,2471,798
2023-12-10 00:00:00+00:00,66,14,2304,754
2023-12-11 00:00:00+00:00,306,41,2987,764
2023-12-12 00:00:00+00:00,315,39,4268,901
2023-12-13 00:00:00+00:00,260,47,4326,1040
2023-12-14 00:00:00+00:00,265,45,3253,784
2023-12-15 00:00:00+00:00,221,36,3675,1164
2023-12-16 00:00:00+00:00,57,30,1342,435
2023-12-17 00:00:00+00:00,94,21,1608,380
2023-12-18 00:00:00+00:00,345,35,3296,543
2023-12-19 00:00:00+00:00,291,47,3143,577
2023-12-20 00:00:00+00:00,515,41,3552,545
