time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-11 00:00:00+00:00,306,41,2987,764
2023-12-12 00:00:00+00:00,315,39,4268,901
2023-12-13 00:00:00+00:00,260,47,4326,1040
2023-12-14 00:00:00+00:00,265,45,3253,784
2023-12-15 00:00:00+00:00,221,36,3675,1164
2023-12-16 00:00:00+00:00,57,30,1342,435
2023-12-17 00:00:00+00:00,94,21,1608,380
2023-12-18 00:00:00+00:00,345,35,3296,543
2023-12-19 00:00:00+00:00,291,47,3143,577
2023-12-20 00:00:00+00:00,516,42,3593,552
2023-12-21 00:00:00+00:00,289,35,2526,554
2023-12-22 00:00:00+00:00,127,32,2151,482
2023-12-23 00:00:00+00:00,53,15,1188,332
2023-12-24 00:00:00+00:00,52,17,898,295
