url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,824,548
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,454,234
/openvinotoolkit/openvino_notebooks/wiki/Windows,313,169
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,252,125
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,203,153
/openvinotoolkit/openvino_notebooks/pulls,155,29
/openvinotoolkit/openvino_notebooks/tree/latest,142,114
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,136,115
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,131,80
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,118,91
