referrer,views_total,views_unique
Google,5072,915
github.com,3185,442
docs.openvino.ai,3038,590
intel.com,2033,379
notebooks.githubusercontent.com,1762,282
Bing,1049,143
medium.com,995,189
youtube.com,460,53
docs.ultralytics.com,320,59
colab.research.google.com,311,62
