referrer,views_total,views_unique
Google,2310,1153
docs.openvino.ai,1494,438
github.com,1066,253
notebooks.githubusercontent.com,523,202
intel.com,271,131
Bing,267,75
medium.com,263,116
isus.jp,66,15
colab.research.google.com,65,23
docs.ultralytics.com,59,20
