url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,839,540
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,347,181
/openvinotoolkit/openvino_notebooks/wiki/Windows,270,166
/openvinotoolkit/openvino_notebooks/pulls,230,20
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,179,104
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,178,135
/openvinotoolkit/openvino_notebooks/tree/latest,154,98
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,111,83
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/gemma4,109,62
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,108,72
