time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-22 00:00:00+00:00,333,20,1869,632
2024-11-23 00:00:00+00:00,30,8,1053,400
2024-11-24 00:00:00+00:00,33,13,791,333
2024-11-25 00:00:00+00:00,136,24,1539,618
2024-11-26 00:00:00+00:00,49,16,1734,626
2024-11-27 00:00:00+00:00,535,20,1906,641
2024-11-28 00:00:00+00:00,157,26,1520,583
2024-11-29 00:00:00+00:00,409,26,1461,558
2024-11-30 00:00:00+00:00,32,9,604,306
2024-12-01 00:00:00+00:00,27,7,765,411
2024-12-02 00:00:00+00:00,83,16,1850,637
2024-12-03 00:00:00+00:00,63,12,1665,668
2024-12-04 00:00:00+00:00,209,18,1970,695
2024-12-05 00:00:00+00:00,224,29,2088,734
