referrer,views_total,views_unique
docs.openvino.ai,1137,411
Google,1077,512
github.com,680,221
notebooks.githubusercontent.com,368,151
Bing,219,71
intel.com,175,97
go.connect.intel.com,166,102
medium.com,96,43
youtube.com,58,35
docs.ultralytics.com,56,23
