url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2156,1025
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,2027,481
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,902,203
/openvinotoolkit/openvino_notebooks/blob/main/README.md,719,236
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/230-yolov8-optimization,687,199
/openvinotoolkit/openvino_notebooks/blob/main/notebooks/254-llm-chatbot/254-llm-chatbot.ipynb,580,147
/openvinotoolkit/openvino_notebooks/pulls,518,44
/openvinotoolkit/openvino_notebooks/blob/main/notebooks/230-yolov8-optimization/230-yolov8-object-detection.ipynb,408,116
/openvinotoolkit/openvino_notebooks/wiki/Windows,380,207
/openvinotoolkit/openvino_notebooks/tree/main,336,199
