url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,3162,2933
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,2771,2670
/openvinotoolkit/openvino_notebooks,2437,1160
/openvinotoolkit/openvino_notebooks/wiki/Windows,1015,425
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,979,496
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/deepseek-r1,622,394
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,469,374
/openvinotoolkit/openvino_notebooks/pulls,450,35
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,408,257
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/deepseek-r1/deepseek-r1.ipynb,342,179
