referrer,views_total,views_unique
github.com,926,363
Google,918,484
docs.openvino.ai,610,255
notebooks.githubusercontent.com,205,77
Bing,161,52
intel.com,136,72
medium.com,94,33
jira.devtools.intel.com,76,18
huggingface.co,70,39
go.connect.intel.com,43,34
