url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2570,1243
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,1141,480
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,820,760
/openvinotoolkit/openvino_notebooks/wiki/Windows,701,325
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,571,533
/openvinotoolkit/openvino_notebooks/pulls,406,38
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,363,238
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,334,221
/openvinotoolkit/openvino_notebooks/discussions/540,309,188
/openvinotoolkit/openvino_notebooks/tree/latest,263,170
