referrer,views_total,views_unique
Google,2079,835
docs.openvino.ai,1324,387
github.com,1068,273
notebooks.githubusercontent.com,558,191
intel.com,250,109
statics.teams.cdn.office.net,245,78
Bing,226,73
cn.bing.com,149,37
medium.com,133,61
docs.ultralytics.com,104,37
