time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-27 00:00:00+00:00,65,19,2045,1295
2025-04-28 00:00:00+00:00,100,35,3021,1423
2025-04-29 00:00:00+00:00,233,40,3180,1534
2025-04-30 00:00:00+00:00,332,58,3375,1385
2025-05-01 00:00:00+00:00,46,27,2334,1297
2025-05-02 00:00:00+00:00,273,40,3033,1208
2025-05-03 00:00:00+00:00,43,28,2028,949
2025-05-04 00:00:00+00:00,39,21,2258,1029
2025-05-05 00:00:00+00:00,137,41,2698,1370
2025-05-06 00:00:00+00:00,85,31,2346,1192
2025-05-07 00:00:00+00:00,78,46,2612,1205
2025-05-08 00:00:00+00:00,108,54,2352,1243
2025-05-09 00:00:00+00:00,122,43,2388,1228
2025-05-10 00:00:00+00:00,30,16,2356,1173
