url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2401,1221
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,987,504
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,845,790
/openvinotoolkit/openvino_notebooks/wiki/Windows,836,383
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,797,729
/openvinotoolkit/openvino_notebooks/pulls,596,31
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,465,389
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,388,242
/openvinotoolkit/openvino_notebooks/tree/latest,272,193
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,257,168
