referrer,views_total,views_unique
docs.openvino.ai,908,286
Google,875,346
github.com,459,158
notebooks.githubusercontent.com,401,101
intel.com,123,49
medium.com,104,44
Bing,90,38
colab.research.google.com,76,29
docs.ultralytics.com,74,16
chatgpt.com,53,19
