url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/235-controlnet-stable-diffusion,6259,3314
/openvinotoolkit/openvino_notebooks/tree/main/notebooks,2260,508
/openvinotoolkit/openvino_notebooks,2075,1012
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/233-blip-visual-language-processing,2042,1040
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/231-instruct-pix2pix-image-editing,1697,888
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/236-stable-diffusion-v2,1438,695
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/242-freevc-voice-conversion,1393,717
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/227-whisper-subtitles-generation,1244,601
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/254-llm-chatbot,1151,262
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/230-yolov8-optimization,1096,361
