time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-27 00:00:00+00:00,38,17,618,192
2025-12-28 00:00:00+00:00,50,23,944,182
2025-12-29 00:00:00+00:00,75,24,701,288
2025-12-30 00:00:00+00:00,48,19,711,273
2025-12-31 00:00:00+00:00,51,23,623,225
2026-01-01 00:00:00+00:00,31,10,381,174
2026-01-02 00:00:00+00:00,54,17,579,239
2026-01-03 00:00:00+00:00,30,10,855,195
2026-01-04 00:00:00+00:00,78,20,601,276
2026-01-05 00:00:00+00:00,142,24,1121,384
2026-01-06 00:00:00+00:00,165,34,1069,369
2026-01-07 00:00:00+00:00,74,29,1142,350
2026-01-08 00:00:00+00:00,55,25,894,338
2026-01-09 00:00:00+00:00,98,32,867,312
