referrer,views_total,views_unique
Google,4677,809
github.com,2355,368
docs.openvino.ai,2273,364
notebooks.githubusercontent.com,820,129
Bing,637,100
medium.com,469,114
linkedin.com,459,125
com.linkedin.android,370,68
docs.ultralytics.com,369,49
intel.com,364,91
