referrer,views_total,views_unique
Google,4782,876
github.com,2915,404
docs.openvino.ai,2856,553
intel.com,1964,368
notebooks.githubusercontent.com,1664,270
Bing,945,141
medium.com,900,178
youtube.com,418,51
docs.ultralytics.com,302,55
colab.research.google.com,294,57
