referrer,views_total,views_unique
Google,5591,905
github.com,2441,380
docs.openvino.ai,2428,372
notebooks.githubusercontent.com,961,143
Bing,641,94
medium.com,500,118
linkedin.com,410,108
mail.google.com,392,44
com.linkedin.android,360,65
docs.ultralytics.com,358,46
