referrer,views_total,views_unique
Google,1198,654
docs.openvino.ai,1139,422
github.com,1105,390
notebooks.githubusercontent.com,294,122
go.connect.intel.com,233,120
Bing,195,65
intel.com,182,85
jira.devtools.intel.com,159,27
medium.com,83,36
statics.teams.cdn.office.net,53,19
