url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1364,834
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,579,258
/openvinotoolkit/openvino_notebooks/wiki/Windows,357,189
/openvinotoolkit/openvino_notebooks/pulls,331,38
/openvinotoolkit/openvino_notebooks/tree/latest,329,127
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,240,169
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,222,160
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,174,94
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,173,128
/openvinotoolkit/openvino_notebooks/blob/latest/README_cn.md,152,109
