time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-11 00:00:00+00:00,39,23,1568,962
2025-05-12 00:00:00+00:00,200,60,2332,1157
2025-05-13 00:00:00+00:00,345,78,2855,1295
2025-05-14 00:00:00+00:00,147,67,2738,1360
2025-05-15 00:00:00+00:00,83,33,2439,1039
2025-05-16 00:00:00+00:00,342,58,1877,486
2025-05-17 00:00:00+00:00,38,21,1183,214
2025-05-18 00:00:00+00:00,43,23,775,309
2025-05-19 00:00:00+00:00,363,63,1770,504
2025-05-20 00:00:00+00:00,290,66,2007,537
2025-05-21 00:00:00+00:00,283,48,2154,574
2025-05-22 00:00:00+00:00,234,50,1648,514
2025-05-23 00:00:00+00:00,338,61,1420,412
2025-05-24 00:00:00+00:00,40,23,1152,202
