referrer,views_total,views_unique
Google,2291,867
docs.openvino.ai,1303,417
github.com,1084,279
notebooks.githubusercontent.com,607,204
statics.teams.cdn.office.net,281,82
Bing,279,85
intel.com,264,108
cn.bing.com,143,35
medium.com,134,64
chatgpt.com,106,50
