url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2193,1047
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,1161,1111
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,1113,1057
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,993,426
/openvinotoolkit/openvino_notebooks/wiki/Windows,589,323
/openvinotoolkit/openvino_notebooks/pulls,427,29
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,367,246
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,325,207
/openvinotoolkit/openvino_notebooks/tree/latest,247,167
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,236,152
